Title,Authors,Link
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,"Begum Aydogan Mathyk, Marshall Tabetah, Rashid Karim, Victoria Zaksas, JangKeun Kim, R I Anu, Masafumi Muratani, Alexia Tasoula, Ruth Subhash Singh, Yen-Kai Chen, Eliah Overbey, Jiwoon Park, Henry Cope, Hossein Fazelinia, Davide Povero, Joseph Borg, Remi V Klotz, Min Yu, Steven L Young, Christopher E Mason, Nathaniel Szewczyk, Riley M St Clair, Fathi Karouia, Afshin Beheshti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/
Protective alleles and precision healthcare in crewed spaceflight,"Lindsay A Rutter, Matthew J MacKay, Henry Cope, Nathaniel J Szewczyk, JangKeun Kim, Eliah Overbey, Braden T Tierney, Masafumi Muratani, Ben Lamm, Daniela Bezdan, Amber M Paul, Michael A Schmidt, George M Church, Stefania Giacomello, Christopher E Mason",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/
Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants,"Giada Corti, JangKeun Kim, Francisco J Enguita, Joseph W Guarnieri, Lawrence I Grossman, Sylvain V Costes, Matias Fuentealba, Ryan T Scott, Andrea Magrini, Lauren M Sanders, Kanhaiya Singh, Chandan K Sen, Cassandra M Juran, Amber M Paul, David Furman, Jean Calleja-Agius, Christopher E Mason, Diego Galeano, Massimo Bottini, Afshin Beheshti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/
Bread Wheat in Space Flight: Is There a Difference in Kernel Quality?,"Tatiana S Aniskina, Kirill A Sudarikov, Margarita A Levinskikh, Alexander A Gulevich, Ekaterina N Baranova",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/
Microbiological and Nutritional Analysis of Lettuce Crops Grown on the International Space Station,"Christina L M Khodadad, Mary E Hummerick, LaShelle E Spencer, Anirudha R Dixit, Jeffrey T Richards, Matthew W Romeyn, Trent M Smith, Raymond M Wheeler, Gioia D Massa",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/
Natural variation in the expression ofORGANIC CATION TRANSPORTER 1affects root length responses to cadaverine inArabidopsis,"Allison K Strohm, Laura M Vaughn, Patrick H Masson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/
"Turbidity matters: differential effect of a 2,4-D formulation on the structure of microbial communities from clear and turbid freshwater systems","VL Lozano, CE Miranda, AL Vinocur, C González, F Unrein, MJ Wolansky, HN Pizarro",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/
Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,"Nicole M Gibbs, Shih‐Heng Su, Samuel Lopez‐Nieves, Stéphane Mann, Claude Alban, Hiroshi A Maeda, Patrick H Masson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/
Low-Speed Clinorotation ofBrachypodium distachyonandArabidopsis thalianaSeedlings Triggers Root Tip Curvatures That Are Reminiscent of Gravitropism,"Shih-Heng Su, Alexander Moen, Rien M Groskopf, Katherine L Baldwin, Brian Vesperman, Patrick H Masson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/
New Device for High-Throughput Viability Screening of Flow Biofilms▿,"Michael R Benoit, Carolyn G Conant, Cristian Ionescu-Zanetti, Michael Schwartz, A Matin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/
Sigma S-Dependent Antioxidant Defense Protects Stationary-PhaseEscherichia coliagainst the Bactericidal Antibiotic Gentamicin,"Jing-Hung Wang, Rachna Singh, Michael Benoit, Mimi Keyhan, Matthew Sylvester, Michael Hsieh, Anuradha Thathireddy, Yi-Ju Hsieh, A C Matin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,"Mackenzie L Hagan, Vanshika Balayan, Meghan E McGee-Lawrence",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/
Effects of Spaceflight on the Mouse Submandibular Gland,"Arthur R Hand, Didem Dagdeviren, Natasha A Larson, Christopher Haxhi, Maija I Mednieks",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
Effects of Spaceflight on the Mouse Submandibular Gland,"Arthur R Hand, Didem Dagdeviren, Natasha A Larson, Christopher Haxhi, Maija I Mednieks",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
Response of the mouse sublingual gland to spaceflight,"Didem Dagdeviren, John Beallias, Izaz Khan, Maija I Mednieks, Arthur R Hand",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/
Upregulation ofAmy1in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system,"Takehito Ouchi, Kyosuke Kono, Ryouichi Satou, Ryuya Kurashima, Koji Yamaguchi, Maki Kimura, Yoshiyuki Shibukawa",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation","Satish K Mehta, David C Bloom, Ianik Plante, Raymond Stowe, Alan H Feiveson, Ashlie Renner, Adit Dhummakupt, Dhruv Markan, Ye Zhang, Honglu Wu, Blaire Scoles, Jeffrey I Cohen, Brian Crucian, Duane L Pierson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,"Camilla Urbaniak, Hernan Lorenzi, James Thissen, Crystal Jaing, Brian Crucian, Clarence Sams, Duane Pierson, Kasthuri Venkateswaran, Satish Mehta",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/
The AUX1-AFB1-CNGC14 module establishes a longitudinal root surface pH profile,"Nelson BC Serre, Daša Wernerová, Pruthvi Vittal, Shiv Mani Dubey, Eva Medvecká, Adriana Jelínková, Jan Petrášek, Guido Grossmann, Matyáš Fendrych",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,"Elisia D Tichy, Foteini Mourkioti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,"Elisia D Tichy, Nuoying Ma, David Sidibe, Emanuele Loro, Jacob Kocan, Delia Z Chen, Tejvir S Khurana, Paul Hasty, Foteini Mourkioti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states,"Nuoying Ma, Delia Chen, Ji-Hyung Lee, Paola Kuri, Edward Blake Hernandez, Jacob Kocan, Hamd Mahmood, Elisia D Tichy, Panteleimon Rompolas, Foteini Mourkioti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length","Elisia D Tichy, Ji-Hyung Lee, Grant Li, Katrina N Estep, F Brad Johnson, Foteini Mourkioti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/
"Ethylene-Induced Flavonol Accumulation in Guard Cells Suppresses Reactive
Oxygen Species and Moderates Stomatal Aperture1,[W],[OPEN]","Justin M Watkins, Paul J Hechler, Gloria K Muday",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems inPopulus[OPEN],"Suzanne Gerttula, Matthew Zinkgraf, Gloria K Muday, Daniel R Lewis, Farid M Ibatullin, Harry Brumer, Foster Hart, Shawn D Mansfield, Vladimir Filkov, Andrew Groover",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/
The EXO70 inhibitor Endosidin2 alters plasma membrane protein composition in Arabidopsis roots,"Xiaohui Li, Peipei Zhu, Yen-Ju Chen, Lei Huang, Diwen Wang, David T Newton, Chuan-Chih Hsu, Guang Lin, W Andy Tao, Christopher J Staiger, Chunhua Zhang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/
"A Conditional Mutation inSCD1Reveals Linkage Between PIN Protein Trafficking, Auxin Transport, Gravitropism, and Lateral Root Initiation","Carole L Gibson, Jonathan W Isley, Tanya G Falbel, Cassie T Mattox, Daniel R Lewis, Kasee E Metcalf, Gloria K Muday",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection","David A Jamison, Jr, S Anand Narayanan, Nídia S Trovão, Joseph W Guarnieri, Michael J Topper, Pedro M Moraes-Vieira, Viktorija Zaksas, Keshav K Singh, Eve Syrkin Wurtele, Afshin Beheshti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/
Changes in Nuclear Shape and Gene Expression in Response to Simulated Microgravity Are LINC Complex-Dependent,"Srujana Neelam, Brian Richardson, Richard Barker, Ceasar Udave, Simon Gilroy, Mark J Cameron, Howard G Levine, Ye Zhang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/
"Growth ofCarnobacteriumspp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars","Wayne L Nicholson, Kirill Krivushin, David Gilichinsky, Andrew C Schuerger",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/
Complete Genome Sequence ofCarnobacterium gilichinskyiStrain WN1359T(DSM 27470T),"Michael T Leonard, Nedka Panayotova, William G Farmerie, Eric W Triplett, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/
"Exposure ofBacillus subtilisto Low Pressure (5 Kilopascals) Induces Several Global Regulons, Including Those Involved in the SigB-Mediated General Stress Response","Samantha M Waters, José A Robles-Martínez, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/
"Resistance ofBacillus subtilisSpore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification","Ralf Moeller, Marina Raguse, Günther Reitz, Ryuichi Okayasu, Zuofeng Li, Stuart Klein, Peter Setlow, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/
Cultivation ofStaphylococcus epidermidisin the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in therpoBGene,"Patricia Fajardo-Cavazos, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/
Thermal Plasticity and Evolutionary Constraints inBacillus: Implications for Climate Change Adaptation,"Enrique Hurtado-Bautista, Africa Islas-Robles, Gabriel Moreno-Hagelsieb, Gabriela Olmedo-Alvarez",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/
Cultivation in Space Flight Produces Minimal Alterations in the Susceptibility ofBacillus subtilisCells to 72 Different Antibiotics and Growth-Inhibiting Compounds,"Michael D Morrison, Patricia Fajardo-Cavazos, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in theBacillus subtilis rpoBGene after Cultivation in the Human Spaceflight Environment,"Patricia Fajardo-Cavazos, Joshua D Leehan, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,"Patricia Fajardo-Cavazos, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/
Environmental Dependence of Competitive Fitness in Rifampin-ResistantrpoBMutants ofBacillus subtilis,"Joss D Leehan, Wayne L Nicholson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/
Analysis of Interactions ofSalmonellaType Three Secretion Mutants with 3-D Intestinal Epithelial Cells,"Andrea L Radtke, James W Wilson, Shameema Sarker, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/
3D Oral and Cervical Tissue Models to Study Papillomavirus Host-Pathogen Interactions,"Robert Jackson, Jason Maarsingh, Melissa M Herbst-Kralovetz, Koenraad Van Doorslaer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/
Induction of Attachment-Independent Biofilm Formation and Repression ofhfqExpression by Low-Fluid-Shear Culture ofStaphylococcus aureus▿,"Sarah L Castro, Mayra Nelman-Gonzalez, Cheryl A Nickerson, C Mark Ott",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/
"Characterization of theSalmonella entericaSerovar TyphimuriumydcIGene, Which Encodes a Conserved DNA Binding Protein Required for Full Acid Stress Resistance▿,†","Matthew E Jennings, Laura N Quick, Anjali Soni, Richard R Davis, Kathleen Crosby, C Mark Ott, Cheryl A Nickerson, James W Wilson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/
Evaluation of Microorganisms Cultured from Injured and Repressed Tissue Regeneration Sites in Endangered Giant Aquatic Ozark Hellbender Salamanders,"Cheryl A Nickerson, C Mark Ott, Sarah L Castro, Veronica M Garcia, Thomas C Molina, Jeffrey T Briggler, Amber L Pitt, Joseph J Tavano, J Kelly Byram, Jennifer Barrila, Max A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/
Transcriptional and Proteomic Responses ofPseudomonas aeruginosaPAO1 to Spaceflight Conditions Involve Hfq Regulation and Reveal a Role for Oxygen▿,"Aurélie Crabbé, Michael J Schurr, Pieter Monsieurs, Lisa Morici, Jill Schurr, James W Wilson, C Mark Ott, George Tsaprailis, Duane L Pierson, Heidi Stefanyshyn-Piper, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/
New Insights into the Bacterial Fitness-Associated Mechanisms Revealed by the Characterization of Large Plasmids of an Avian PathogenicE. coli,"Melha Mellata, Jacob T Maddux, Timothy Nam, Nicholas Thomson, Heidi Hauser, Mark P Stevens, Suman Mukhopadhyay, Shameema Sarker, Aurélie Crabbé, Cheryl A Nickerson, Javier Santander, Roy Curtiss, III",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/
Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells,"Melissa M Herbst-Kralovetz, Andrea L Radtke, Margarita K Lay, Brooke E Hjelm, Alice N Bolick, Shameema S Sarker, Robert L Atmar, David H Kingsley, Charles J Arntzen, Mary K Estes, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/
Conservation of the Low-shear Modeled Microgravity Response in Enterobacteriaceae and Analysis of thetrpGenes in this Response,"Anjali Soni, Laura O’Sullivan, Laura N Quick, C Mark Ott, Cheryl A Nickerson, James W Wilson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/
Mimicking the host and its microenvironmentin vitrofor studying mucosal infections byPseudomonas aeruginosa,"Aurélie Crabbé, Maria A Ledesma, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/
Hypotheses about sub-optimal hydration in the weeksbeforecoronavirus disease (COVID-19) as a risk factor for dying from COVID-19,"Jodi D Stookey, Prasanna KR Allu, Dorothee Chabas, David Pearce, Florian Lang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/
Recellularization of Decellularized Lung Scaffolds Is Enhanced by Dynamic Suspension Culture,"Aurélie Crabbé, Yulong Liu, Shameema F Sarker, Nicholas R Bonenfant, Jennifer Barrila, Zachary D Borg, James J Lee, Daniel J Weiss, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to studySalmonella entericacolonization patterns,"Jennifer Barrila, Jiseon Yang, Aurélie Crabbé, Shameema F Sarker, Yulong Liu, C Mark Ott, Mayra A Nelman-Gonzalez, Simon J Clemett, Seth D Nydam, Rebecca J Forsyth, Richard R Davis, Brian E Crucian, Heather Quiriarte, Kenneth L Roland, Karen Brenneman, Clarence Sams, Christine Loscher, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: Three-Dimensional Cell Culture Comes of Age,"Jennifer Barrila, Aurélie Crabbé, Jiseon Yang, Karla Franco, Seth D Nydam, Rebecca J Forsyth, Richard R Davis, Sandhya Gangaraju, C Mark Ott, Carolyn B Coyne, Mina J Bissell, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells andSalmonellaTyphimurium,"Jennifer Barrila, Shameema F Sarker, Nicole Hansmeier, Shanshan Yang, Kristina Buss, Natalia Briones, Jin Park, Richard R Davis, Rebecca J Forsyth, C Mark Ott, Kevin Sato, Cristine Kosnik, Anthony Yang, Cheryl Shimoda, Nicole Rayl, Diana Ly, Aaron Landenberger, Stephanie D Wilson, Naoko Yamazaki, Jason Steel, Camila Montano, Rolf U Halden, Tom Cannon, Sarah L Castro-Wallace, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/
Candida albicansColonization Modulates Murine Ethanol Consumption and Behavioral Responses Through Elevation of Serum Prostaglandin E2and Impact on the Striatal Dopamine System,"Andrew W Day, Jeyra Perez-Lozada, Alyssa DiLeo, Katrina Blandino, Jamie Maguire, Carol A Kumamoto",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/
Spaceflight Enhances Cell Aggregation and Random Budding inCandida albicans,"Aurélie Crabbé, Sheila M Nielsen-Preiss, Christine M Woolley, Jennifer Barrila, Kent Buchanan, James McCracken, Diane O Inglis, Stephen C Searles, Mayra A Nelman-Gonzalez, C Mark Ott, James W Wilson, Duane L Pierson, Heidemarie M Stefanyshyn-Piper, Linda E Hyman, Cheryl A Nickerson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/
"Growth and Antifungal Resistance of the Pathogenic Yeast,Candida Albicans, in the Microgravity Environment of the International Space Station: An Aggregate of Multiple Flight Experiences","Sheila Nielsen, Kenna White, Kyle Preiss, Dakota Peart, Kathryn Gianoulias, Rachel Juel, James Sutton, James McKinney, Jaclyn Bender, Gabrielle Pinc, Kela Bergren, Wendy Gans, Jessica Kelley, Millard McQuaid",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,"Eliah G Overbey, Amanda M Saravia-Butler, Zhe Zhang, Komal S Rathi, Homer Fogle, Willian A da Silveira, Richard J Barker, Joseph J Bass, Afshin Beheshti, Daniel C Berrios, Elizabeth A Blaber, Egle Cekanaviciute, Helio A Costa, Laurence B Davin, Kathleen M Fisch, Samrawit G Gebre, Matthew Geniza, Rachel Gilbert, Simon Gilroy, Gary Hardiman, Raúl Herranz, Yared H Kidane, Colin PS Kruse, Michael D Lee, Ted Liefeld, Norman G Lewis, J Tyson McDonald, Robert Meller, Tejaswini Mishra, Imara Y Perera, Shayoni Ray, Sigrid S Reinsch, Sara Brin Rosenthal, Michael Strong, Nathaniel J Szewczyk, Candice GT Tahimic, Deanne M Taylor, Joshua P Vandenbrink, Alicia Villacampa, Silvio Weging, Chris Wolverton, Sarah E Wyatt, Luis Zea, Sylvain V Costes, Jonathan M Galazka",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight,"Eliah G Overbey, Saswati Das, Henry Cope, Pedro Madrigal, Zaneta Andrusivova, Solène Frapard, Rebecca Klotz, Daniela Bezdan, Anjali Gupta, Ryan T Scott, Jiwoon Park, Dawn Chirko, Jonathan M Galazka, Sylvain V Costes, Christopher E Mason, Raul Herranz, Nathaniel J Szewczyk, Joseph Borg, Stefania Giacomello",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,"Kirill Grigorev, Theodore M Nelson, Eliah G Overbey, Nadia Houerbi, JangKeun Kim, Deena Najjar, Namita Damle, Evan E Afshin, Krista A Ryon, Jean Thierry-Mieg, Danielle Thierry-Mieg, Ari M Melnick, Jaime Mateus, Christopher E Mason",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),"Eliah G Overbey, Krista Ryon, JangKeun Kim, Braden T Tierney, Remi Klotz, Veronica Ortiz, Sean Mullane, Julian C Schmidt, Matthew MacKay, Namita Damle, Deena Najjar, Irina Matei, Laura Patras, J Sebastian Garcia Medina, Ashley S Kleinman, Jeremy Wain Hirschberg, Jacqueline Proszynski, S Anand Narayanan, Caleb M Schmidt, Evan E Afshin, Lucinda Innes, Mateo Mejia Saldarriaga, Michael A Schmidt, Richard D Granstein, Bader Shirah, Min Yu, David Lyden, Jaime Mateus, Christopher E Mason",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/
Microfluidics-enabled method to identify modes ofCaenorhabditis elegansparalysis in four anthelmintics,"Roy Lycke, Archana Parashar, Santosh Pandey",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/
Multiparameter Behavioral Analyses Provide Insights to Mechanisms of Cyanide Resistance inCaenorhabditis elegans,"Jenifer N Saldanha, Archana Parashar, Santosh Pandey, Jo Anne Powell-Coffman",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/
Growth Performance and Root Transcriptome Remodeling of Arabidopsis in Response to Mars-Like Levels of Magnesium Sulfate,"Anne M Visscher, Anna-Lisa Paul, Matias Kirst, Charles L Guy, Andrew C Schuerger, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/
The 14-3-3 proteins ofArabidopsisregulate root growth and chloroplast development as components of the photosensory system,"John D Mayfield, Anna-Lisa Paul, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/
14-3-3 phosphoprotein interaction networks – does isoform diversity present functional interaction specification?,"Anna-Lisa Paul, Fiona C Denison, Eric R Schultz, Agata K Zupanska, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/
Ginsenoside Reshapes Intestinal Microecology to Alleviate Microgravity Stress,"Yanli Wang, Tian Chen, Zhe Shi, Lijinchuan Dong, Mengting Li, Bo Peng, Qi Li, Ruile Pan, Shuiming Xiao, Qing Yang, Ning Jiang, Xinmin Liu, Qin Hu, Ying Chen",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/
Integrative transcriptomics and proteomics profiling ofArabidopsis thalianaelucidates novel mechanisms underlying spaceflight adaptation,"Gbolaga O Olanrewaju, Natasha J Haveman, Michael J Naldrett, Anna-Lisa Paul, Robert J Ferl, Sarah E Wyatt",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/
Characterization ofAspergillus nigerIsolated from the International Space Station,"Jillian Romsdahl, Adriana Blachowicz, Abby J Chiang, Nitin Singh, Jason E Stajich, Markus Kalkum, Kasthuri Venkateswaran, Clay C C Wang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/
Brachypodium distachyonSeedlings Display Accession-Specific Morphological and Transcriptomic Responses to the Microgravity Environment of the International Space Station,"Shih-Heng Su, Howard G Levine, Patrick H Masson",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/
A method for preparing spaceflight RNAlater-fixedArabidopsis thaliana(Brassicaceae) tissue for scanning electron microscopy1,"Eric R Schultz, Karen L Kelley, Anna-Lisa Paul, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,"Agata K Zupanska, Eric R Schultz, JiQiang Yao, Natasha J Sng, Mingqi Zhou, Jordan B Callaham, Robert J Ferl, Anna-Lisa Paul",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/
A member of the CONSTANS-Like protein family is a putative regulator of reactive oxygen species homeostasis and spaceflight physiological adaptation,"Natasha J Sng, Bryan Kolaczkowski, Robert J Ferl, Anna-Lisa Paul",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,"Agata K Zupanska, Collin LeFrois, Robert J Ferl, Anna-Lisa Paul",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/
Neutrophil-to-Lymphocyte Ratio: A Biomarker to Monitor the Immune Status of Astronauts,"Amber M Paul, Siddhita D Mhatre, Egle Cekanaviciute, Ann-Sofie Schreurs, Candice G T Tahimic, Ruth K Globus, Sulekha Anand, Brian E Crucian, Sharmila Bhattacharya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/
Beyond Low-Earth Orbit: Characterizing Immune and microRNA Differentials following Simulated Deep Spaceflight Conditions in Mice,"Amber M Paul, Margareth Cheng-Campbell, Elizabeth A Blaber, Sulekha Anand, Sharmila Bhattacharya, Sara R Zwart, Brian E Crucian, Scott M Smith, Robert Meller, Peter Grabham, Afshin Beheshti",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,"Amber M Paul, Eliah G Overbey, Willian A da Silveira, Nathaniel Szewczyk, Nina C Nishiyama, Michael J Pecaut, Sulekha Anand, Jonathan M Galazka, Xiao Wen Mao",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/
Epigenomic RegulatorsElongator Complex Subunit 2andMethyltransferase 1Differentially Condition the Spaceflight Response in Arabidopsis,"Anna-Lisa Paul, Natasha Haveman, Brandon Califar, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,"Anna-Lisa Paul, Stephen M Elardo, Robert Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/
Artificial Gravity Partially Protects Space-induced Neurological Deficits inDrosophila melanogaster,"Siddhita D Mhatre, Janani Iyer, Juli Petereit, Roberta M Dolling-Boreham, Anastasia Tyryshkina, Amber Paul, Rachel Gilbert, Matthew Jensen, Rebekah J Woolsey, Sulekha Anand, Marianne B Sowa, David R Quilici, Sylvain V Costes, Santhosh Girirajan, Sharmila Bhattacharya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/
Utilizing the KSC Fixation Tube to Conduct Human-Tended Plant Biology Experiments on a Suborbital Spaceflight,"Natasha J Haveman, Mingqi Zhou, Jordan Callaham, Hunter F Strickland, Donald Houze, Susan Manning-Roach, Gerard Newsham, Anna-Lisa Paul, Robert J Ferl",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/
Correction: Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,"Daila S Gridley, Xiao Wen Mao, Louis S Stodieck, Virginia L Ferguson, Ted A Bateman, Maria Moldovan, Christopher E Cunningham, Tamako A Jones, Jerry M Slater, Michael J Pecaut",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression,"Shen-An Hwang, Brian Crucian, Clarence Sams, Jeffrey K Actor",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/
